City_ID,City,Country,Max Temp,Lat,Lng,Current Description,Hotel Name
433,Kautokeino,NO,15.57,69.01,23.04,scattered clouds,Thon Hotel Kautokeino
434,Kuldur,RU,8.1,49.22,131.63,overcast clouds,
435,Luancheng,CN,39.2,37.88,114.65,scattered clouds,Shell Hebei Shijiazhuang Luancheng Xinyuan Road Hotel
436,Daru,PG,76.6,-9.08,143.21,overcast clouds,New century hotel
437,Macklin,CA,20.35,52.33,-109.93,clear sky,Prairie Moon Inn & Suites Macklin
438,Bairnsdale,AU,66.99,-37.83,147.62,few clouds,Town Central Motel
439,Port Macquarie,AU,68.0,-31.43,152.92,overcast clouds,Rydges Port Macquarie
440,Nongpoh,IN,68.0,25.9,91.88,mist,PWD IB
441,Ivanivka,UA,41.81,46.72,34.55,overcast clouds,Спорт Лото
443,Maua,BR,75.2,-23.67,-46.46,overcast clouds,Hotel Capriccio Mauá
444,Arona,ES,75.2,28.1,-16.68,haze,Paradise Court
445,Nicolet,CA,41.0,46.22,-72.62,clear sky,Montfort Nicolet Hotel
446,Kosonsoy,UZ,50.0,41.26,71.55,mist,Koriev Sherali
447,Lubben,DE,48.99,51.95,13.9,scattered clouds,Hotel & Restaurant Spreeblick
448,Hamilton,US,48.99,39.18,-84.53,overcast clouds,Six Acres Bed & Breakfast
449,Sembe,CG,77.83,1.65,14.58,overcast clouds,
450,Tessalit,ML,81.7,20.2,1.01,scattered clouds,
451,Poum,NC,80.62,-20.23,164.02,scattered clouds,Gîte kajeon
453,Lufilufi,WS,80.01,-13.87,-171.6,light rain,Leuaina Beach Resort and Spa
454,Hauterive,FR,62.6,46.09,3.45,broken clouds,Aletti Palace Hotel
455,Kibre Mengist,ET,61.57,5.88,38.98,scattered clouds,Selam Ber Hotel (Tsehay Faris)
456,El Sauzal,MX,62.01,31.9,-116.68,overcast clouds,La Rosas Hotel & Spa
457,Bay-Khaak,RU,9.0,51.17,94.5,overcast clouds,
458,Kosovska Mitrovica,XK,46.99,42.88,20.87,overcast clouds,BB
459,Dongkan,CN,43.54,34.0,119.83,broken clouds,Triumphal Resort
460,Embonas,GR,55.0,36.23,27.86,few clouds,Hotel Ataviros
461,Faya,SA,66.2,18.39,42.45,broken clouds,مقبرة ال مجمل
462,Kharp,RU,22.28,66.8,65.81,overcast clouds,"Hotel ""Sob"""
463,Kaeo,NZ,57.0,-35.1,173.78,clear sky,Bushido Lodge
464,Kahului,US,71.6,20.89,-156.47,few clouds,Maui Seaside Hotel
465,Chimore,BO,88.83,-16.98,-65.13,scattered clouds,Bichito
466,Coihaique,CL,68.0,-45.58,-72.07,broken clouds,Diego De Almagro Coyhaique
467,Malvern,US,48.0,34.36,-92.81,light rain,Americas Best Value Inn Malvern
468,Edd,ER,82.56,13.93,41.69,clear sky,
469,Lao Cai,VN,59.38,22.48,103.95,few clouds,Legend Hotel
472,Gallup,US,35.6,35.53,-108.74,snow,El Capitan Motel
474,Shingu,JP,46.08,33.73,135.98,clear sky,新宮ユーアイホテル
477,Hermosillo,MX,64.99,29.07,-110.97,overcast clouds,Hotel San Andrés
478,Steinbach,DE,57.0,50.17,8.57,broken clouds,Mercure Hotel Frankfurt Eschborn Helfmann Park
479,Aromashevo,RU,19.36,56.86,68.64,overcast clouds,Gostinichnyy Kompleks Milan
480,Pemangkat,ID,76.41,1.17,108.97,overcast clouds,Kost H.Syamsuddin
482,Severo-Yeniseyskiy,RU,7.68,60.37,93.04,broken clouds,Aktolik
483,Dali,CN,42.03,25.7,100.18,few clouds,Dali Travelling With Hostel
485,Aykhal,RU,1.4,66.0,111.5,overcast clouds,
487,Sur,OM,71.22,22.57,59.53,clear sky,Sur Plaza Hotel
488,Benjamin Constant,BR,84.2,-4.38,-70.03,broken clouds,CASA AVALIADA
489,Florida Ridge,US,77.0,27.58,-80.39,broken clouds,Econo Lodge
490,Pultusk,PL,41.0,52.7,21.08,light rain,Zamek Pułtusk Dom Polonii
492,Ca Mau,VN,75.45,9.18,105.15,clear sky,Khách Sạn Mường Thanh Luxury Cà Mau
493,Ahuimanu,US,73.4,21.44,-157.84,few clouds,Paradise Bay Resort
494,Konispol,AL,55.4,39.66,20.18,scattered clouds,Hotel Konispoli
495,Pasighat,IN,65.25,28.07,95.33,scattered clouds,Siang Guest House
497,Lorengau,PG,83.43,-2.02,147.27,clear sky,Lorengau Harbourside Hotel
498,Kumano,JP,39.2,34.34,132.59,few clouds,ホテル コラソン
499,Carutapera,BR,81.7,-1.2,-46.02,broken clouds,Lidera
500,Arkhangelskoye,RU,32.59,55.85,35.33,few clouds,
501,Bundaberg,AU,73.0,-24.85,152.35,light intensity shower rain,Takalvan Motel
502,Olinda,BR,87.8,-8.01,-34.86,scattered clouds,Hotel 5 Sóis
503,Terrace,CA,33.01,54.52,-128.6,overcast clouds,Northern Motor Inn
505,Montrose,US,43.0,38.42,-108.27,clear sky,
506,Puranpur,IN,62.6,28.52,80.15,few clouds,Randhawa Residency
507,Hamada,JP,36.0,34.88,132.08,clear sky,Shimane Hamada Washington Hotel Plaza
508,Campos Novos,BR,82.69,-27.4,-51.23,few clouds,Hotel Corujão
509,Lancaster,US,55.0,40.25,-76.25,clear sky,Refreshing Mountain Retreat and Adventure Center
510,Sturgis,US,50.0,41.8,-85.42,clear sky,Best Western Plus Howe Inn
511,Douglas,US,59.0,41.3,-96.17,clear sky,Hilton Garden Inn Omaha West
512,Carbonia,IT,57.2,39.17,8.52,clear sky,Lu 'Hotel
514,Haimen,CN,62.6,23.19,116.61,few clouds,Jinghao Business Hotel
516,Punta Alta,AR,83.16,-38.88,-62.07,clear sky,Center Hotel Punta Alta
517,Cassilandia,BR,82.83,-19.11,-51.73,overcast clouds,Hotel Rafa Cassilândia
518,Sao Jose Da Coroa Grande,BR,82.22,-8.9,-35.15,few clouds,Crôa Mares Hotel
519,Bela,IN,66.31,25.93,81.98,clear sky,Siddharth Hotel
520,Margate,GB,50.0,51.38,1.39,overcast clouds,Premier Inn Margate hotel
521,Moussoro,TD,80.11,13.64,16.49,clear sky,Pharmacie alnadja Moussoro
522,Sistranda,NO,37.4,63.73,8.83,shower rain,Hotell Frøya
523,Susanville,US,50.0,40.42,-120.65,clear sky,Red Lion Inn & Suites Susanville
524,Ailigandi,PA,83.44,9.23,-78.02,scattered clouds,akwa reef lodge
525,Saravan,AM,44.6,39.72,45.65,overcast clouds,
526,Wasilla,US,15.01,61.58,-149.44,light snow,Alaska's Select Inn Wasilla
527,Wonthaggi,AU,63.0,-38.6,145.59,broken clouds,Wonthaggi Caravans & Trailers
528,Ahvaz,IR,68.0,31.32,48.67,broken clouds,tashrifat tourism travel agency
531,Port Alberni,CA,45.0,49.24,-124.8,light intensity shower rain,Somass Motel & RV
532,Mananjary,MG,80.56,-21.22,48.33,broken clouds,Vahiny Lodge
536,Waycross,US,69.01,31.21,-82.35,scattered clouds,Super 8 by Wyndham Waycross GA
537,Babstovo,RU,10.62,48.12,132.48,overcast clouds,
538,Srandakan,ID,76.17,-7.94,110.25,scattered clouds,Puri Brata
539,Sergeyevka,KZ,11.19,53.88,67.42,broken clouds,
540,Linqing,CN,50.38,36.85,115.71,few clouds,Dongfang Hotel
541,Saint-Denis,FR,55.4,48.92,2.33,overcast clouds,Appart'City Paris Clichy Mairie - Appart Hôtel
545,Linqiong,CN,55.99,30.42,103.46,few clouds,Tianlun Tanxianglou Hotel
546,Whitehorse,CA,14.0,60.72,-135.05,light snow,Westmark Hotel
547,San Carlos De Bariloche,AR,75.2,-41.15,-71.31,few clouds,Hotel Patagonia
548,Madison Heights,US,51.01,42.49,-83.11,clear sky,Red Roof Inn Detroit - Royal Oak/Madison Heights
549,Mayenne,FR,53.6,48.33,-0.67,light intensity drizzle,la Tour des Anglais
550,Solnechnyy,RU,1.42,50.72,136.63,few clouds,Hotel complex Pastoral
551,Cuenca,EC,71.6,-2.88,-78.98,broken clouds,Hotel Conquistador
552,Iranshahr,IR,69.8,27.2,60.68,few clouds,کافی نت دانشگاه
553,Comodoro Rivadavia,AR,68.0,-45.87,-67.5,scattered clouds,Austral Hotel
556,Kurchum,KZ,12.74,48.57,83.65,overcast clouds,
557,Covington,US,48.99,39.08,-84.51,overcast clouds,Cincinnati Marriott at RiverCenter
559,Boguchany,RU,10.22,58.38,97.45,scattered clouds,Uyut
560,Nogent-Le-Rotrou,FR,54.0,48.33,1.0,light intensity drizzle rain,La Glatine
561,Kazachinskoye,RU,14.4,57.7,93.28,overcast clouds,"Gostinitsa ""Tk Telemaks"""
563,Thio,NC,73.4,-21.62,166.22,broken clouds,La Ferme de Thio
564,Tazovskiy,RU,27.97,67.47,78.7,overcast clouds,TazHostel
565,Scarborough,GB,43.0,54.28,-0.4,few clouds,Ambassador
566,Qasigiannguit,GL,1.4,68.82,-51.19,clear sky,
567,Marystown,CA,31.06,47.17,-55.15,few clouds,Marystown Hotel & Convention Centre
570,Seydi,TM,49.71,39.48,62.91,scattered clouds,
